X,Y,target
0.373983403,-0.955434059,0
-1.297548945,0.830645915,1
0.198382018,0.881117973,1
-0.221672992,0.987195881,1
-0.619372391,0.899475628,1
-0.385588235,1.091220888,1
-1.806237197,-1.126090679,0
1.116022722,0.858398312,1
1.432628385,-0.459530444,0
-0.797789833,-1.35811255,0
-1.344711341,-0.50331388,0
-0.292042976,1.090297839,1
0.766839675,-2.107002428,0
-0.499321436,-0.956421073,0
-0.22708913,-0.364665829,0
0.026241145,-1.149891323,0
-0.741441846,-0.762683929,0
0.539599192,1.078944262,1
-1.022485652,0.995469338,1
0.895705281,-1.871030536,0
1.419102233,1.068334851,1
0.917630422,-1.749571445,0
0.223297972,0.736388721,1
0.588358458,0.992639301,1
0.144863544,-0.478908785,0
1.778766382,1.038920614,1
0.200112624,-1.350949611,0
-0.908666033,-0.272142964,0
0.173699689,-0.754922115,0
-1.039328683,0.922086438,1
-1.584057932,-1.604662964,0
-0.56776312,-0.378092659,0
0.161231332,1.110512797,1
0.617941473,-0.26219856,0
0.087094437,-0.490314635,0
-0.560406946,1.141507324,1
-0.096302434,-1.299784493,0
0.603253644,0.999914086,1
0.890660192,0.810369236,1
-0.072512873,1.016279371,1
0.366459,0.805994011,1
0.261322512,1.217086801,1
-2.08609223,1.27249006,1
0.876080032,0.893487171,1
-0.177692193,-1.606724007,0
0.02873724,-0.875858219,0
-0.842846742,1.014006727,1
0.237263018,0.99801285,1
-1.399479865,0.165070248,0
-0.382122267,-0.660758781,0
-0.381073088,-1.118170523,0
0.06387657,-0.142033406,0
-1.846313977,0.924759483,1
-1.04382405,-1.934362024,0
-0.012260176,-1.209429946,0
-1.159007951,1.12672306,1
1.001480287,1.05679063,1
0.962157452,1.067552482,1
-0.471730347,0.653823777,1
0.457502005,-0.333970453,0
0.704079327,1.007424971,1
-1.163782411,1.02137081,1
-1.375807808,-2.292246966,0
-0.081274632,0.715644216,1
1.639314891,-0.213457447,0
-0.484227226,0.897456814,1
0.374828125,0.972139526,1
0.133995135,1.049679465,1
